;Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
23586;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202406;6796,078;-0,8;144,3;Noreste
23587;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202406;6878,048;1,2;163,6;Noroeste
23588;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202406;6644,785;1,6;183,1;Cuyo
23589;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202406;6959,831;2,8;252,9;Patagonia
23590;01.2.1;Café, té, yerba y cacao;Clase;202406;7568,048;1,9;282,4;Pampeana
23591;01.2.1;Café, té, yerba y cacao;Clase;202406;7283,794;-0,2;251,5;Noreste
23592;01.2.1;Café, té, yerba y cacao;Clase;202406;7387,883;2,6;284,8;Noroeste
23593;01.2.1;Café, té, yerba y cacao;Clase;202406;7620,84;2,4;291,4;Cuyo
23594;01.2.1;Café, té, yerba y cacao;Clase;202406;8386,425;1,8;331,5;Patagonia
23595;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202406;6632,975;4;362,9;Pampeana
23596;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202406;6234,933;2,4;293,4;Noreste
23597;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202406;6267,129;1,7;321,4;Noroeste
23598;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202406;6753,621;4,7;350,8;Cuyo
23599;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202406;7392,997;4,9;392,3;Patagonia
23626;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202406;6622,283;7,3;253,2;GBA
23646;11.1;Restaurantes y comidas fuera del hogar;Grupos;202406;6696,684;6,9;257,2;GBA
23654;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202406;6499,406;1,6;240,4;GBA
23655;01.2.1;Café, té, yerba y cacao;Clase;202406;7348,971;1,2;290,7;GBA
23656;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202406;5804,137;3,2;332,8;GBA
23715;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202407;7018,647;5,6;241,9;Pampeana
23716;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202407;6611,574;4;227,4;Noreste
23717;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202407;7230,205;6,2;242,2;Noroeste
23718;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202407;7541,454;10,5;249,5;Cuyo
23719;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202407;6818,3;6,4;263;Patagonia
23805;11.1;Restaurantes y comidas fuera del hogar;Grupos;202407;7024,585;4,9;243,3;Pampeana
23806;11.1;Restaurantes y comidas fuera del hogar;Grupos;202407;6606,204;3,5;228;Noreste
23807;11.1;Restaurantes y comidas fuera del hogar;Grupos;202407;7238,376;5,8;243;Noroeste
23808;11.1;Restaurantes y comidas fuera del hogar;Grupos;202407;7575,997;9,7;251,9;Cuyo
23809;11.1;Restaurantes y comidas fuera del hogar;Grupos;202407;6817,56;5,7;265,4;Patagonia
23845;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202407;7070,194;2,5;200,3;Pampeana
23846;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202407;6896,65;1,5;130,9;Noreste
23847;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202407;7035,313;2,3;147,2;Noroeste
23848;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202407;6810,977;2,5;162,5;Cuyo
23849;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202407;7093,742;1,9;212,5;Patagonia
23850;01.2.1;Café, té, yerba y cacao;Clase;202407;7675,755;1,4;258,4;Pampeana
23851;01.2.1;Café, té, yerba y cacao;Clase;202407;7333,91;0,7;230,5;Noreste
23852;01.2.1;Café, té, yerba y cacao;Clase;202407;7533,628;2;262,8;Noroeste
23853;01.2.1;Café, té, yerba y cacao;Clase;202407;7896,184;3,6;279,8;Cuyo
23854;01.2.1;Café, té, yerba y cacao;Clase;202407;8404,969;0,2;305,2;Patagonia
23855;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202407;6769,06;2,1;335;Pampeana
23856;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202407;6392,572;2,5;267,2;Noreste
23857;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202407;6326,18;0,9;291;Noroeste
23858;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202407;6841,452;1,3;316,6;Cuyo
23859;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202407;7567,402;2,4;364,8;Patagonia
23886;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202407;7082,78;7;253,8;GBA
23906;11.1;Restaurantes y comidas fuera del hogar;Grupos;202407;7095,268;6;256,7;GBA
23914;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202407;6632,54;2;211,2;GBA
23915;01.2.1;Café, té, yerba y cacao;Clase;202407;7573,06;3;275,1;GBA
23916;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202407;5957,082;2,6;309,6;GBA
23975;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202408;7336,741;4,5;220,9;Pampeana
23976;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202408;7024,06;6,2;209,5;Noreste
23977;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202408;7609,591;5,2;212,9;Noroeste
23978;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202408;7966,085;5,6;221,8;Cuyo
23979;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202408;7272,895;6,7;248,5;Patagonia
24065;11.1;Restaurantes y comidas fuera del hogar;Grupos;202408;7380,963;5,1;223,6;Pampeana
24066;11.1;Restaurantes y comidas fuera del hogar;Grupos;202408;7047,883;6,7;211,2;Noreste
24067;11.1;Restaurantes y comidas fuera del hogar;Grupos;202408;7643,134;5,6;214,4;Noroeste
24068;11.1;Restaurantes y comidas fuera del hogar;Grupos;202408;8062,507;6,4;225,6;Cuyo
24069;11.1;Restaurantes y comidas fuera del hogar;Grupos;202408;7315,278;7,3;252,6;Patagonia
24105;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202408;7319,818;3,5;176,9;Pampeana
24106;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202408;7132,825;3,4;101,8;Noreste
24107;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202408;7094,224;0,8;114,8;Noroeste
24108;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202408;7002,815;2,8;140,8;Cuyo
24109;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202408;7232,12;2;186,1;Patagonia
24110;01.2.1;Café, té, yerba y cacao;Clase;202408;7813,253;1,8;227,5;Pampeana
24111;01.2.1;Café, té, yerba y cacao;Clase;202408;7269,622;-0,9;185,3;Noreste
24112;01.2.1;Café, té, yerba y cacao;Clase;202408;7629,166;1,3;228,3;Noroeste
24113;01.2.1;Café, té, yerba y cacao;Clase;202408;8114,685;2,8;254,3;Cuyo
24114;01.2.1;Café, té, yerba y cacao;Clase;202408;8473,064;0,8;256,7;Patagonia
24115;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202408;6980,554;3,1;307,7;Pampeana
24116;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202408;6586,211;3;234,1;Noreste
24117;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202408;6371,655;0,7;252,7;Noroeste
24118;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202408;6987,368;2,1;286,3;Cuyo
24119;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202408;7792,387;3;338,3;Patagonia
24146;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202408;7408,764;4,6;228,4;GBA
24166;11.1;Restaurantes y comidas fuera del hogar;Grupos;202408;7480,864;5,4;233,1;GBA
24174;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202408;6893,166;3,9;195,1;GBA
24175;01.2.1;Café, té, yerba y cacao;Clase;202408;7733,196;2,1;240,3;GBA
24176;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202408;6137,689;3;303,8;GBA
24235;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202409;7607,329;3,7;194,2;Pampeana
24236;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202409;7226,107;2,9;182,2;Noreste
24237;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202409;7849,493;3,2;189,5;Noroeste
24238;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202409;8137,398;2,2;197;Cuyo
24239;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202409;7482,934;2,9;207,9;Patagonia
24325;11.1;Restaurantes y comidas fuera del hogar;Grupos;202409;7668,676;3,9;196,8;Pampeana
24326;11.1;Restaurantes y comidas fuera del hogar;Grupos;202409;7260,389;3;183,7;Noreste
24327;11.1;Restaurantes y comidas fuera del hogar;Grupos;202409;7893,168;3,3;190,9;Noroeste
24328;11.1;Restaurantes y comidas fuera del hogar;Grupos;202409;8254,261;2,4;200,7;Cuyo
24329;11.1;Restaurantes y comidas fuera del hogar;Grupos;202409;7540,528;3,1;211,1;Patagonia
24365;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202409;7552,254;3,2;145;Pampeana
24366;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202409;7219,356;1,2;74,9;Noreste
24367;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202409;7327,845;3,3;91,7;Noroeste
24368;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202409;7177,706;2,5;108,7;Cuyo
24369;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202409;7414,147;2,5;154,5;Patagonia
24370;01.2.1;Café, té, yerba y cacao;Clase;202409;7977,53;2,1;199,9;Pampeana
24371;01.2.1;Café, té, yerba y cacao;Clase;202409;7260,088;-0,1;151,8;Noreste
24372;01.2.1;Café, té, yerba y cacao;Clase;202409;7745,867;1,5;197,4;Noroeste
24373;01.2.1;Café, té, yerba y cacao;Clase;202409;8295,912;2,2;224,2;Cuyo
24374;01.2.1;Café, té, yerba y cacao;Clase;202409;8816,426;4,1;229,6;Patagonia
24375;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202409;7140,722;2,3;272,8;Pampeana
24376;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202409;6591,697;0,1;194,3;Noreste
24377;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202409;6523,382;2,4;216,4;Noroeste
24378;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202409;7211,969;3,2;258,3;Cuyo
24379;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202409;8044,137;3,2;305,3;Patagonia
24406;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202409;7709,654;4,1;200,4;GBA
24426;11.1;Restaurantes y comidas fuera del hogar;Grupos;202409;7809,8;4,4;204,7;GBA
24434;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202409;7069,774;2,6;163,2;GBA
24435;01.2.1;Café, té, yerba y cacao;Clase;202409;7722,087;-0,1;204,8;GBA
24436;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202409;6328,321;3,1;267,7;GBA
24495;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202410;7910,533;4;181,4;Pampeana
24496;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202410;7592,351;5,1;170,4;Noreste
24497;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202410;8285,283;5,6;179,9;Noroeste
24498;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202410;8475,585;4,2;185,8;Cuyo
24499;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202410;7949,866;6,2;201,8;Patagonia
24585;11.1;Restaurantes y comidas fuera del hogar;Grupos;202410;7976,842;4;182,9;Pampeana
24586;11.1;Restaurantes y comidas fuera del hogar;Grupos;202410;7631,61;5,1;171,1;Noreste
24587;11.1;Restaurantes y comidas fuera del hogar;Grupos;202410;8334,859;5,6;180,8;Noroeste
24588;11.1;Restaurantes y comidas fuera del hogar;Grupos;202410;8601,512;4,2;188;Cuyo
24589;11.1;Restaurantes y comidas fuera del hogar;Grupos;202410;8017,946;6,3;204;Patagonia
24625;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202410;7766,938;2,8;127,3;Pampeana
24626;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202410;7393,933;2,4;66;Noreste
24627;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202410;7448,928;1,7;77,8;Noroeste
24628;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202410;7320,477;2;91,6;Cuyo
24629;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202410;7634,683;3;134,4;Patagonia
24630;01.2.1;Café, té, yerba y cacao;Clase;202410;8144,211;2,1;179,8;Pampeana
24631;01.2.1;Café, té, yerba y cacao;Clase;202410;7374,961;1,6;143,5;Noreste
24632;01.2.1;Café, té, yerba y cacao;Clase;202410;7891,585;1,9;178,6;Noroeste
24633;01.2.1;Café, té, yerba y cacao;Clase;202410;8481,024;2,2;200,4;Cuyo
24634;01.2.1;Café, té, yerba y cacao;Clase;202410;8777,198;-0,4;205,1;Patagonia
24635;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202410;7366,238;3,2;240,5;Pampeana
24636;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202410;6751,609;2,4;185,7;Noreste
24637;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202410;6635,689;1,7;199,2;Noroeste
24638;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202410;7388,234;2,4;225,2;Cuyo
24639;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202410;8289,148;3;277,3;Patagonia
24666;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202410;8017,98;4;187,2;GBA
24686;11.1;Restaurantes y comidas fuera del hogar;Grupos;202410;8126,063;4;189,7;GBA
24694;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202410;7366,217;4,2;141,9;GBA
24695;01.2.1;Café, té, yerba y cacao;Clase;202410;7885,025;2,1;189,5;GBA
24696;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202410;6604,656;4,4;249,5;GBA
24755;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202411;8205,688;3,7;160,3;Pampeana
24756;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202411;7933,293;4,5;153,4;Noreste
24757;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202411;8684,502;4,8;166,5;Noroeste
24758;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202411;8755,66;3,3;168,7;Cuyo
24759;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202411;8279,212;4,1;181,7;Patagonia
24845;11.1;Restaurantes y comidas fuera del hogar;Grupos;202411;8281,226;3,8;161,7;Pampeana
24846;11.1;Restaurantes y comidas fuera del hogar;Grupos;202411;7980,13;4,6;154,3;Noreste
24847;11.1;Restaurantes y comidas fuera del hogar;Grupos;202411;8742,067;4,9;167,5;Noroeste
24848;11.1;Restaurantes y comidas fuera del hogar;Grupos;202411;8894,497;3,4;171,1;Cuyo
24849;11.1;Restaurantes y comidas fuera del hogar;Grupos;202411;8357,732;4,2;183,9;Patagonia
24885;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202411;7982,008;2,8;108,7;Pampeana
24886;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202411;7437,736;0,6;52,4;Noreste
24887;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202411;7628,922;2,4;67,7;Noroeste
24888;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202411;7525,075;2,8;76,9;Cuyo
24889;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202411;7789,252;2;116,9;Patagonia
24890;01.2.1;Café, té, yerba y cacao;Clase;202411;8310,824;2;146,4;Pampeana
24891;01.2.1;Café, té, yerba y cacao;Clase;202411;7415,415;0,5;112,1;Noreste
24892;01.2.1;Café, té, yerba y cacao;Clase;202411;8030,282;1,8;148,1;Noroeste
24893;01.2.1;Café, té, yerba y cacao;Clase;202411;8538,429;0,7;163,2;Cuyo
24894;01.2.1;Café, té, yerba y cacao;Clase;202411;8790,582;0,2;167,8;Patagonia
24895;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202411;7507,087;1,9;180,8;Pampeana
24896;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202411;7011,886;3,9;151,7;Noreste
24897;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202411;6846,073;3,2;176,1;Noroeste
24898;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202411;7558,852;2,3;185,1;Cuyo
24899;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202411;8447,697;1,9;220,4;Patagonia
24926;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202411;8276,542;3,2;163,2;GBA
24946;11.1;Restaurantes y comidas fuera del hogar;Grupos;202411;8397,015;3,3;165,5;GBA
24954;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202411;7464,205;1,3;120,1;GBA
24955;01.2.1;Café, té, yerba y cacao;Clase;202411;8076,962;2,4;158,6;GBA
24956;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202411;6967,886;5,5;158,6;GBA
25015;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202412;8568,047;4,4;126,2;Pampeana
25016;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202412;8205,495;3,4;109,7;Noreste
25017;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202412;9008,255;3,7;129,9;Noroeste
25018;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202412;9251,475;5,7;129,8;Cuyo
25019;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202412;8737,564;5,5;147,1;Patagonia
25105;11.1;Restaurantes y comidas fuera del hogar;Grupos;202412;8636,379;4,3;126,7;Pampeana
25106;11.1;Restaurantes y comidas fuera del hogar;Grupos;202412;8245,138;3,3;109,8;Noreste
25107;11.1;Restaurantes y comidas fuera del hogar;Grupos;202412;9060,477;3,6;130,3;Noroeste
25108;11.1;Restaurantes y comidas fuera del hogar;Grupos;202412;9386,227;5,5;130,6;Cuyo
25109;11.1;Restaurantes y comidas fuera del hogar;Grupos;202412;8812,048;5,4;148,3;Patagonia
25145;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202412;8305,253;4;77,6;Pampeana
25146;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202412;7689,01;3,4;35,1;Noreste
25147;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202412;7816,411;2,5;47;Noroeste
25148;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202412;7753,06;3;52;Cuyo
25149;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202412;8031,459;3,1;86,8;Patagonia
25150;01.2.1;Café, té, yerba y cacao;Clase;202412;8423,176;1,4;83,9;Pampeana
25151;01.2.1;Café, té, yerba y cacao;Clase;202412;7401,892;-0,2;61,3;Noreste
25152;01.2.1;Café, té, yerba y cacao;Clase;202412;8166,16;1,7;95,4;Noroeste
25153;01.2.1;Café, té, yerba y cacao;Clase;202412;8685,558;1,7;103,2;Cuyo
25154;01.2.1;Café, té, yerba y cacao;Clase;202412;8953,122;1,8;96,6;Patagonia
25155;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202412;7668,71;2,2;116,1;Pampeana
25156;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202412;7200,106;2,7;103,9;Noreste
25157;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202412;6974,519;1,9;115,8;Noroeste
25158;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202412;7761,07;2,7;111,9;Cuyo
25159;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202412;8617,695;2;129;Patagonia
25186;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202412;8668,959;4,7;125,1;GBA
25206;11.1;Restaurantes y comidas fuera del hogar;Grupos;202412;8779,835;4,6;125,8;GBA
25214;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202412;7749,92;3,8;82,8;GBA
25215;01.2.1;Café, té, yerba y cacao;Clase;202412;8319,572;3;97,6;GBA
25216;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202412;7169,279;2,9;102,5;GBA
25275;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202501;9022,206;5,3;98,7;Pampeana
25276;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202501;8645,573;5,4;83,8;Noreste
25277;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202501;9513,889;5,6;102,3;Noroeste
25278;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202501;9746,887;5,4;101;Cuyo
25279;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202501;9282,554;6,2;119,8;Patagonia
25365;11.1;Restaurantes y comidas fuera del hogar;Grupos;202501;8988,646;4,1;99,1;Pampeana
25366;11.1;Restaurantes y comidas fuera del hogar;Grupos;202501;8613,083;4,5;83,7;Noreste
25367;11.1;Restaurantes y comidas fuera del hogar;Grupos;202501;9503,077;4,9;102,6;Noroeste
25368;11.1;Restaurantes y comidas fuera del hogar;Grupos;202501;9732,949;3,7;101,8;Cuyo
25369;11.1;Restaurantes y comidas fuera del hogar;Grupos;202501;9257,495;5,1;121,2;Patagonia
25405;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202501;8484,511;2,2;45,6;Pampeana
25406;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202501;7855,36;2,2;17,2;Noreste
25407;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202501;7988,748;2,2;27,3;Noroeste
25408;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202501;8204,154;5,8;36,7;Cuyo
25409;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202501;8249,736;2,7;44,8;Patagonia
25410;01.2.1;Café, té, yerba y cacao;Clase;202501;8471,566;0,6;45,3;Pampeana
25411;01.2.1;Café, té, yerba y cacao;Clase;202501;7382,562;-0,3;33,6;Noreste
25412;01.2.1;Café, té, yerba y cacao;Clase;202501;8295,167;1,6;51,5;Noroeste
25413;01.2.1;Café, té, yerba y cacao;Clase;202501;8825,467;1,6;49,9;Cuyo
25414;01.2.1;Café, té, yerba y cacao;Clase;202501;8912,469;-0,5;50,9;Patagonia
25415;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202501;7809,124;1,8;69,5;Pampeana
25416;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202501;7428,052;3,2;57,8;Noreste
25417;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202501;7103,267;1,8;49,9;Noroeste
25418;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202501;7905,992;1,9;68,5;Cuyo
25419;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202501;8775,717;1,8;80,7;Patagonia
25446;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202501;9121,823;5,2;99,3;GBA
25466;11.1;Restaurantes y comidas fuera del hogar;Grupos;202501;9075,051;3,4;100,1;GBA
25474;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202501;7934,676;2,4;53,2;GBA
25475;01.2.1;Café, té, yerba y cacao;Clase;202501;8499,953;2,2;49;GBA
25476;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202501;7300,187;1,8;71,7;GBA
25535;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202502;9244,385;2,5;81,9;Pampeana
